Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2019,9,Florida,Water,Legionella pneumophila,unknown,Suspected,Apartment/Condo,2,1,1,,0,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2019,9,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2019,9,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,5,5,0,5,,,,Drinking water,Community,
2019,9,New York,Water,Legionella pneumophila,serogroup 1,Suspected,Hospital,2,2,2,0,0,,,,Undetermined water,,
2019,9,Ohio,Water,Legionella pneumophila,,Confirmed,Long-term care/nursing home/assisted living facility,3,2,3,1,3,,,,Drinking water,Community,
2019,9,Massachusetts,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup other than 1-6,Confirmed; Confirmed,Hospital,4,3,4,0,4,,,,Drinking water,Unknown,
2019,9,Massachusetts,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,9,3,9,0,9,,,,Drinking water,Community,
2019,9,Massachusetts,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Unknown,
2019,10,Multistate,Water,Legionella unknown,,Confirmed,Community/municipality,4,4,4,1,4,,,,Undetermined water,,
2019,10,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Individual/Private,
2019,10,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2019,10,Florida,Water,Legionella pneumophila,serogroup 2-14,Confirmed,Hospital,3,3,3,3,3,,,,Other/Environmental water,,
2019,11,Florida,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; unknown,Confirmed; Confirmed,Correctional/detention facility,34,3,34,0,34,,,,Other/Environmental water,,
2019,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,0,0,2,,,,Drinking water,Community,
2019,11,Florida,Water,Legionella pneumophila,,Confirmed,Hospital,2,2,2,1,2,,,,Drinking water,Other,
2019,11,Kentucky,Water,Legionella pneumophila,unknown,Suspected,Long-term care/nursing home/assisted living facility,8,1,8,1,8,,,,Drinking water,Community,
2019,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Private home/residence,2,1,2,0,2,,,,Drinking water,Community,
2019,11,Virginia,Water,Legionella pneumophila,unknown,Confirmed,Hospital,3,0,3,0,3,,,,Drinking water,Unknown,
2019,12,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,1,2,0,2,,,,Drinking water,Community,
2018,1,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,4,4,4,0,4,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,1,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,2,2,,,,Drinking water,Community,
2018,1,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2018,1,Louisiana,Water,Legionella pneumophila,,Confirmed,,2,2,2,1,2,,,,,,
2018,2,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,0,0,2,,,,Drinking water,Community,
2018,2,Massachusetts,Water,Legionella unknown,,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Unknown,
2018,2,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2018,2,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Recreational water -- treated,Other,
2018,2,Georgia,Water,Legionella longbeachae; Legionella pneumophila; Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 6; unknown,Confirmed; Confirmed; Suspected; Suspected,Community/municipality,3,3,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,2,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,2,4,0,4,,,,Drinking water,Community,
2018,2,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Subdivision/Neighborhood,20,15,20,0,20,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,3,Kansas,Water,Legionella pneumophila,,Confirmed,Hotel/motel,2,,0,0,2,,,,Drinking water,Community,
2018,3,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,2,2,2,0,2,,,,Undetermined water,,
2018,3,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,4,4,0,4,,,,Drinking water,Community,
2018,3,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,3,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,4,4,4,1,4,,,,Other/Environmental water,,
2018,3,Georgia,Water,Legionella,,Confirmed,Hotel/motel,2,,,,,,,,Undetermined water,,
2018,3,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Subdivision/Neighborhood,3,1,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,4,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,4,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,2,3,0,3,,,,Undetermined water,,
2018,4,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,0,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,4,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,4,4,4,0,4,,,,Undetermined water,,
2018,4,Utah,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,3,0,0,1,3,,,,Drinking water,Community,
2018,4,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,5,5,1,5,,,,Drinking water,Community;Other,
2018,4,Massachusetts,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,1,2,0,2,,,,Drinking water,Unknown,
2018,4,Florida,Water,Legionella unknown,,Confirmed,Hospital,3,3,3,1,3,,,,Drinking water,Community,
2018,4,Kansas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2018,4,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,1,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,5,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,1,1,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,5,Hawaii,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 2,Confirmed; Confirmed,,2,2,2,0,2,,,,,,
2018,5,Georgia,Water,Legionella,,Confirmed,Hospital,4,4,,1,,,,,Undetermined water,,
2018,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,4,4,4,0,4,,,,Undetermined water,,
2018,5,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,5,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,School/college/university,6,4,6,0,6,,,,Other/Environmental water,,
2018,6,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,6,5,6,0,6,,,,Drinking water,Community,
2018,6,North Dakota,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2018,6,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Religious facility,11,11,11,1,11,,,,Other/Environmental water,,
2018,6,New Hampshire,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,49,22,49,2,49,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,6,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,2,2,2,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2018,6,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,6,5,6,0,6,,,,Other/Environmental water,,
2018,6,Georgia,Water,Legionella,,Confirmed,Hospital,2,2,,,,,,,Undetermined water,,
2018,6,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,1,2,,,,Drinking water,Community,
2018,6,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,7,7,7,0,7,,,,Drinking water,Community,
2018,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,3,2,3,1,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,6,Georgia,Water,Legionella,,Confirmed,Hospital,2,2,,0,,,,,Undetermined water,,
2018,6,Florida,Water,Legionella pneumophila,serogroup 1,Suspected,Hotel/motel,4,1,2,0,3,,,,Drinking water,Community,
2018,6,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,3,1,2,0,2,,,,Drinking water,Community,
2018,7,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2018,7,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2018,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,0,0,0,0,,,,Drinking water,Community,
2018,7,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Hospital,7,0,0,0,7,,,,Undetermined water,,
2018,7,Rhode Island,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,1,2,1,2,,,,Drinking water,Community,
2018,8,Rhode Island,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,2,3,2,3,,,,Drinking water,Community,
2018,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Correctional/detention facility,2,2,2,0,0,,,,Undetermined water,,
2018,8,Maryland,Water,Legionella pneumophila,unknown,Confirmed,Other;Shelter/group home/transitional housing,2,2,2,0,2,,,,Drinking water,Community,
2018,8,Colorado,Water,Legionella pneumophila,serogroup 1,Confirmed,Shelter/group home/transitional housing,2,2,2,1,2,,,,Other/Environmental water,,
2018,8,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,0,1,0,1,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,8,West Virginia,Water,Legionella dumoffii; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Casino,6,5,6,0,6,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,0,0,0,0,,,,Undetermined water,,
2018,8,Maryland,Water,Legionella pneumophila,unknown,Confirmed,Apartment/Condo,5,5,5,0,5,,,,Drinking water,Community,
2018,9,Massachusetts,Water,Legionella pneumophila,serogroup 1,Confirmed,Private home/residence,2,2,2,0,2,,,,Drinking water,Individual/Private,
2018,9,Florida,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 2,Confirmed; Confirmed,Apartment/Condo,2,2,2,1,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,9,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,3,1,1,0,2,,,,Drinking water,Community,
2018,9,Florida,Water,Legionella pneumophila,unknown,Suspected,Hospital,3,3,3,1,3,,,,Other/Environmental water,,
2018,9,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2018,9,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,12,12,12,2,12,,,,Undetermined water,,
2018,9,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,5,5,5,1,5,,,,Other/Environmental water,,
2018,9,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,1,1,1,2,,,,Drinking water,Community,
2018,9,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Grocery store/bakery/deli/convenience store,3,3,3,0,3,,,,Drinking water,Community,
2018,9,Maryland,Water,Legionella pneumophila,unknown,Confirmed,Apartment/Condo,3,3,3,0,3,,,,Drinking water,Community,
2018,9,Colorado,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,4,1,4,0,4,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2018,9,Colorado,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Other/Environmental water,,
2018,9,Connecticut,Water,Legionella pneumophila,serogroup 1,Confirmed,,3,,0,0,3,,,,Drinking water,Unknown,
2018,10,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2018,10,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,10,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,3,3,3,0,3,,,,Undetermined water,,
2018,10,Ohio,Water,Legionella pneumophila,,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Unknown,
2018,10,Pennsylvania,Water,Legionella anisa; Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1 and 5,Confirmed; Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2018,10,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,3,3,2,3,,,,Drinking water,Community,
2018,10,Florida,Water,Legionella pneumophila,unknown,Suspected,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2018,10,Illinois,Water,Legionella anisa,,Confirmed,Religious facility,3,3,3,0,3,,,,Other/Environmental water,,
2018,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,2,2,0,0,,,,Drinking water,Community,
2018,11,Georgia,Water,Legionella,,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2018,11,Pennsylvania,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,3,3,3,0,3,,,,Drinking water,Community,
2018,11,Georgia,Water,Legionella,,Confirmed,Other,2,2,2,0,2,,,,Undetermined water,,
2018,11,Florida,Water,Legionella pneumophila,unknown,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,11,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,4,4,3,4,,,,Drinking water,Community,
2018,11,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,1,3,,,,Drinking water,Community,
2018,11,Illinois,Water,Legionella pneumophila,serogroup 1,Suspected,Unknown,2,2,2,0,2,,,,Drinking water,Unknown,
2018,11,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,0,,,,Undetermined water,,
2018,11,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,3,2,3,1,3,,,,Drinking water,Community,
2018,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Drinking water,Community,
2018,11,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,14,12,14,2,14,,,,Drinking water,Community,
2018,12,Texas,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; unknown,Suspected; Confirmed,Community/municipality,3,2,3,0,3,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2018,12,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,2,2,0,4,,,,Undetermined water,,
2018,12,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,2,2,2,0,2,,,,Drinking water,Unknown,
2018,12,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2018,12,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2017,1,Colorado,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,2,2,2,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2017,1,Nevada,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,0,0,0,0,,,,Drinking water,Community,
2017,1,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Private home/residence,6,2,6,0,6,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2017,1,Nevada,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,0,0,2,,,,Drinking water,Community,
2017,1,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,3,2,3,0,3,,,,Drinking water,Community,
2017,1,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,2,1,1,0,1,,,,Drinking water,Community,
2017,1,Pennsylvania,Water,Legionella other; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,,11,11,11,0,10,,,,,,
2017,1,Pennsylvania,Water,Legionella pneumophila,,Confirmed,Unknown,8,8,8,0,7,,,,Undetermined water,,
2017,2,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,,4,3,4,1,4,,,,,,
2017,2,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Drinking water,Community,
2017,2,Florida,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Suspected; Confirmed,Mobile home/trailer park,2,2,2,1,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,2,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,3,3,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,2,Arizona,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2017,2,New York,Water,Legionella pneumophila,serogroup 1,Suspected,,5,1,5,1,5,,,,,,
2017,2,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,,3,3,3,0,3,,,,,,
2017,3,Connecticut,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,1,3,0,3,,,,Drinking water,Unknown,
2017,3,Illinois,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,6,4,6,1,6,,,,Drinking water,Community,
2017,3,Oklahoma,Water,Legionella unknown,,Suspected,Hotel/motel,26,1,26,0,26,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2017,3,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,3,3,3,0,3,,,,Other/Environmental water,,
2017,3,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,5,1,1,0,5,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,3,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,1,3,,,,Drinking water,Community,
2017,3,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,4,4,4,0,4,,,,Drinking water,Community,
2017,3,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,3,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2017,3,Nevada,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,107,19,107,0,107,,,,Drinking water,Community,
2017,3,Connecticut,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Drinking water,Unknown,
2017,3,California,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,2,2,2,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2017,3,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,1,2,,,,Drinking water,Community,
2017,4,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,4,Wisconsin,Water,Legionella other; Legionella pneumophila; Legionella pneumophila,serogroup 1; unknown,Confirmed; Confirmed; Confirmed,Hotel/motel,2,0,0,0,0,,,,Drinking water,Transient Noncommunity,
2017,4,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,3,3,3,0,3,,,,Drinking water,Community,
2017,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,1,2,0,2,,,,Undetermined water,,
2017,5,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Drinking water,Community,
2017,5,Tennessee,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,92,16,92,1,92,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2017,5,Massachusetts,Water,Legionella unknown,,Confirmed,Hotel/motel,2,2,2,0,1,,,,Drinking water,Community,
2017,5,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2017,5,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,4,3,4,1,4,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,5,Kansas,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2017,5,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,5,5,1,5,,,,Drinking water,Individual/Private,
2017,5,Illinois,Water,Legionella anisa; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Hospital,2,2,2,1,2,,,,Drinking water,Community,
2017,6,Nevada,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,0,0,0,,,,Drinking water,Community,
2017,6,Texas,Water,Legionella unknown; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Hotel/motel,6,6,6,0,6,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2017,6,Michigan,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 2-14,Confirmed; Confirmed,Hospital,4,4,4,0,4,,,,Drinking water,Community,
2017,6,California,Water,Legionella unknown,,Confirmed,Hotel/motel,3,3,3,1,1,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,6,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,3,3,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,7,Maryland,Water,Legionella pneumophila,serogroup 1 and 5,Confirmed,Long-term care/nursing home/assisted living facility,7,6,7,1,6,,,,Drinking water,Community,
2017,7,Washington,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,3,2,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,4,4,0,4,,,,Drinking water,Community,
2017,7,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Drinking water,Community,
2017,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Religious facility,2,2,2,0,2,,,,Undetermined water,,
2017,7,Virginia,Water,Legionella pneumophila,,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,7,Wisconsin,Water,Legionella pneumophila; Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1; serogroup 1,Confirmed; Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2017,7,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Casino,3,2,3,0,3,,,,Undetermined water,,
2017,7,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Mobile home/trailer park,2,2,2,1,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,7,Colorado,Water,Legionella unknown,,Suspected,Hotel/motel,5,3,5,0,5,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2017,7,Virginia,Water,Legionella pneumophila,unknown,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,7,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,2,1,1,0,2,,,,Drinking water,Individual/Private,
2017,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2017,7,Nevada,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,0,0,2,,,,Drinking water,Community,
2017,8,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,2,2,2,1,2,,,,Undetermined water,,
2017,8,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Store;Outdoor Place of Work;Community/municipality,23,23,23,1,23,,,,Other/Environmental water,,
2017,8,California,Water,Legionella pneumophila,,Confirmed,Park - Amusement/Waterpark,22,19,22,1,22,,,,Undetermined water,,
2017,8,Georgia,Water,Legionella pneumophila; Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed; Confirmed,Hotel/motel,4,4,4,0,4,,,,Drinking water,Community,
2017,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,1,1,,,,,,Undetermined water,,
2017,8,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,2,2,2,0,2,,,,Undetermined water,,
2017,8,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,4,4,4,0,4,,,,Undetermined water,,
2017,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,13,9,12,0,12,,,,Drinking water,Community,
2017,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,,4,4,4,0,4,,,,,,
2017,8,Alabama,Water,Legionella pneumophila,serogroup 1,Confirmed,,2,2,2,0,2,,,,,,
2017,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,4,4,0,4,,,,Drinking water,Community,
